timestep_3,region_1,scenario_1,carrier_1,parameter,value
h0001,NL,s2011,electricity,dem,9.75850762299011
h0002,NL,s2011,electricity,dem,9.43605157903407
h0003,NL,s2011,electricity,dem,9.30943756804506
h0004,NL,s2011,electricity,dem,9.35156394167143
h0005,NL,s2011,electricity,dem,9.75075624936374
h0006,NL,s2011,electricity,dem,10.9227562493637
h0007,NL,s2011,electricity,dem,12.728639491122
h0008,NL,s2011,electricity,dem,13.9924719087044
h0009,NL,s2011,electricity,dem,14.5882219087044
h0010,NL,s2011,electricity,dem,14.7731710845286
h0011,NL,s2011,electricity,dem,14.7795474581549
h0012,NL,s2011,electricity,dem,14.6213881174956
h0013,NL,s2011,electricity,dem,14.5791422383747
h0014,NL,s2011,electricity,dem,14.4928166889242
h0015,NL,s2011,electricity,dem,14.4857727328802
h0016,NL,s2011,electricity,dem,14.8128812493637
h0017,NL,s2011,electricity,dem,15.5846518537593
h0018,NL,s2011,electricity,dem,15.3112383922209
h0019,NL,s2011,electricity,dem,14.7894293262868
h0020,NL,s2011,electricity,dem,14.0134581724407
h0021,NL,s2011,electricity,dem,13.0721546010121
h0022,NL,s2011,electricity,dem,12.0572933372758
h0023,NL,s2011,electricity,dem,11.1331051504626
h0024,NL,s2011,electricity,dem,10.3208633922209
h0025,NL,s2011,electricity,dem,9.24585387899011
h0026,NL,s2011,electricity,dem,8.92339783503407
h0027,NL,s2011,electricity,dem,8.79678382404506
h0028,NL,s2011,electricity,dem,8.83891019767144
h0029,NL,s2011,electricity,dem,9.23810250536374
h0030,NL,s2011,electricity,dem,10.4101025053637
h0031,NL,s2011,electricity,dem,12.215985747122
h0032,NL,s2011,electricity,dem,13.4798181647044
h0033,NL,s2011,electricity,dem,14.0755681647044
h0034,NL,s2011,electricity,dem,14.2605173405286
h0035,NL,s2011,electricity,dem,14.266893714155
h0036,NL,s2011,electricity,dem,14.1087343734956
h0037,NL,s2011,electricity,dem,14.0664884943747
h0038,NL,s2011,electricity,dem,13.9801629449242
h0039,NL,s2011,electricity,dem,13.9731189888802
h0040,NL,s2011,electricity,dem,14.3002275053637
h0041,NL,s2011,electricity,dem,15.0719981097593
h0042,NL,s2011,electricity,dem,14.7985846482209
h0043,NL,s2011,electricity,dem,14.2767755822868
h0044,NL,s2011,electricity,dem,13.5008044284407
h0045,NL,s2011,electricity,dem,12.5595008570121
h0046,NL,s2011,electricity,dem,11.5446395932758
h0047,NL,s2011,electricity,dem,10.6204514064626
h0048,NL,s2011,electricity,dem,9.80820964822087
h0049,NL,s2011,electricity,dem,11.4402324393901
h0050,NL,s2011,electricity,dem,11.1177763954341
h0051,NL,s2011,electricity,dem,10.9911623844451
h0052,NL,s2011,electricity,dem,11.0332887580714
h0053,NL,s2011,electricity,dem,11.4324810657637
h0054,NL,s2011,electricity,dem,12.6044810657637
h0055,NL,s2011,electricity,dem,14.410364307522
h0056,NL,s2011,electricity,dem,15.6741967251044
h0057,NL,s2011,electricity,dem,16.2699467251044
h0058,NL,s2011,electricity,dem,16.4548959009286
h0059,NL,s2011,electricity,dem,16.461272274555
h0060,NL,s2011,electricity,dem,16.3031129338956
h0061,NL,s2011,electricity,dem,16.2608670547747
h0062,NL,s2011,electricity,dem,16.1745415053242
h0063,NL,s2011,electricity,dem,16.1674975492802
h0064,NL,s2011,electricity,dem,16.4946060657637
h0065,NL,s2011,electricity,dem,17.2663766701593
h0066,NL,s2011,electricity,dem,16.9929632086209
h0067,NL,s2011,electricity,dem,16.4711541426868
h0068,NL,s2011,electricity,dem,15.6951829888407
h0069,NL,s2011,electricity,dem,14.7538794174121
h0070,NL,s2011,electricity,dem,13.7390181536758
h0071,NL,s2011,electricity,dem,12.8148299668626
h0072,NL,s2011,electricity,dem,12.0025882086209
h0073,NL,s2011,electricity,dem,11.8258836959901
h0074,NL,s2011,electricity,dem,11.5034276520341
