timestep_3,region_1,scenario_1,carrier_1,parameter,value
h0001,LU,s1994,electricity,dem,0.414470419597535
h0002,LU,s1994,electricity,dem,0.394304210806326
h0003,LU,s1994,electricity,dem,0.385552837179953
h0004,LU,s1994,electricity,dem,0.38288525476237
h0005,LU,s1994,electricity,dem,0.392352287729403
h0006,LU,s1994,electricity,dem,0.399552837179952
h0007,LU,s1994,electricity,dem,0.432583056960172
h0008,LU,s1994,electricity,dem,0.473672342674458
h0009,LU,s1994,electricity,dem,0.499683331685447
h0010,LU,s1994,electricity,dem,0.513252013004128
h0011,LU,s1994,electricity,dem,0.52510503498215
h0012,LU,s1994,electricity,dem,0.528485529487645
h0013,LU,s1994,electricity,dem,0.518462177839293
h0014,LU,s1994,electricity,dem,0.505988276740392
h0015,LU,s1994,electricity,dem,0.494309705311821
h0016,LU,s1994,electricity,dem,0.490379760256876
h0017,LU,s1994,electricity,dem,0.504043221795337
h0018,LU,s1994,electricity,dem,0.529683331685447
h0019,LU,s1994,electricity,dem,0.533326188828304
h0020,LU,s1994,electricity,dem,0.509036353663469
h0021,LU,s1994,electricity,dem,0.470890749267865
h0022,LU,s1994,electricity,dem,0.465191573443689
h0023,LU,s1994,electricity,dem,0.464892122894239
h0024,LU,s1994,electricity,dem,0.441397617399733
h0025,LU,s1994,electricity,dem,0.373431380344535
h0026,LU,s1994,electricity,dem,0.353265171553326
h0027,LU,s1994,electricity,dem,0.344513797926953
h0028,LU,s1994,electricity,dem,0.34184621550937
h0029,LU,s1994,electricity,dem,0.351313248476403
h0030,LU,s1994,electricity,dem,0.358513797926952
h0031,LU,s1994,electricity,dem,0.391544017707172
h0032,LU,s1994,electricity,dem,0.432633303421458
h0033,LU,s1994,electricity,dem,0.458644292432447
h0034,LU,s1994,electricity,dem,0.472212973751128
h0035,LU,s1994,electricity,dem,0.48406599572915
h0036,LU,s1994,electricity,dem,0.487446490234645
h0037,LU,s1994,electricity,dem,0.477423138586293
h0038,LU,s1994,electricity,dem,0.464949237487392
h0039,LU,s1994,electricity,dem,0.453270666058821
h0040,LU,s1994,electricity,dem,0.449340721003876
h0041,LU,s1994,electricity,dem,0.463004182542337
h0042,LU,s1994,electricity,dem,0.488644292432447
h0043,LU,s1994,electricity,dem,0.492287149575304
h0044,LU,s1994,electricity,dem,0.467997314410469
h0045,LU,s1994,electricity,dem,0.429851710014865
h0046,LU,s1994,electricity,dem,0.424152534190689
h0047,LU,s1994,electricity,dem,0.423853083641238
h0048,LU,s1994,electricity,dem,0.400358578146733
h0049,LU,s1994,electricity,dem,0.456985422266535
h0050,LU,s1994,electricity,dem,0.436819213475326
h0051,LU,s1994,electricity,dem,0.428067839848953
h0052,LU,s1994,electricity,dem,0.42540025743137
h0053,LU,s1994,electricity,dem,0.434867290398403
h0054,LU,s1994,electricity,dem,0.442067839848952
h0055,LU,s1994,electricity,dem,0.475098059629172
h0056,LU,s1994,electricity,dem,0.516187345343458
h0057,LU,s1994,electricity,dem,0.542198334354447
h0058,LU,s1994,electricity,dem,0.555767015673128
h0059,LU,s1994,electricity,dem,0.56762003765115
h0060,LU,s1994,electricity,dem,0.571000532156645
h0061,LU,s1994,electricity,dem,0.560977180508293
h0062,LU,s1994,electricity,dem,0.548503279409392
h0063,LU,s1994,electricity,dem,0.536824707980821
h0064,LU,s1994,electricity,dem,0.532894762925876
h0065,LU,s1994,electricity,dem,0.546558224464337
h0066,LU,s1994,electricity,dem,0.572198334354447
h0067,LU,s1994,electricity,dem,0.575841191497304
h0068,LU,s1994,electricity,dem,0.551551356332469
h0069,LU,s1994,electricity,dem,0.513405751936865
h0070,LU,s1994,electricity,dem,0.507706576112689
h0071,LU,s1994,electricity,dem,0.507407125563239
h0072,LU,s1994,electricity,dem,0.483912620068733
h0073,LU,s1994,electricity,dem,0.479092628514535
h0074,LU,s1994,electricity,dem,0.458926419723326
h0075,LU,s1994,electricity,dem,0.450175046096953
h0076,LU,s1994,electricity,dem,0.44750746367937
h0077,LU,s1994,electricity,dem,0.456974496646403
h0078,LU,s1994,electricity,dem,0.464175046096952
h0079,LU,s1994,electricity,dem,0.497205265877172
h0080,LU,s1994,electricity,dem,0.538294551591458
h0081,LU,s1994,electricity,dem,0.564305540602447
h0082,LU,s1994,electricity,dem,0.577874221921128
h0083,LU,s1994,electricity,dem,0.58972724389915
h0084,LU,s1994,electricity,dem,0.593107738404645
h0085,LU,s1994,electricity,dem,0.583084386756293
h0086,LU,s1994,electricity,dem,0.570610485657392
h0087,LU,s1994,electricity,dem,0.558931914228821
h0088,LU,s1994,electricity,dem,0.555001969173876
h0089,LU,s1994,electricity,dem,0.568665430712337
h0090,LU,s1994,electricity,dem,0.594305540602447
h0091,LU,s1994,electricity,dem,0.597948397745304
h0092,LU,s1994,electricity,dem,0.573658562580469
h0093,LU,s1994,electricity,dem,0.535512958184865
h0094,LU,s1994,electricity,dem,0.529813782360689
h0095,LU,s1994,electricity,dem,0.529514331811239
h0096,LU,s1994,electricity,dem,0.506019826316733
h0097,LU,s1994,electricity,dem,0.479795381840535
h0098,LU,s1994,electricity,dem,0.459629173049326
h0099,LU,s1994,electricity,dem,0.450877799422953
h0100,LU,s1994,electricity,dem,0.44821021700537
h0101,LU,s1994,electricity,dem,0.457677249972403
h0102,LU,s1994,electricity,dem,0.464877799422952
h0103,LU,s1994,electricity,dem,0.497908019203172
h0104,LU,s1994,electricity,dem,0.538997304917458
h0105,LU,s1994,electricity,dem,0.565008293928447
h0106,LU,s1994,electricity,dem,0.578576975247128
h0107,LU,s1994,electricity,dem,0.59042999722515
h0108,LU,s1994,electricity,dem,0.593810491730645
h0109,LU,s1994,electricity,dem,0.583787140082293
