timestep_2,region_4,technology_3,carrier_1,parameter,value
2030,99FR,offshore_b,,capaConvResi,0.01
2020,30NL,offshore_b,,capaConvResi,2.07
2025,30NL,offshore_b,,capaConvResi,1.93
2030,30NL,offshore_b,,capaConvResi,1.93
2020,12PT,offshore_b,,capaConvResi,0.01
2025,12PT,offshore_b,,capaConvResi,0.01
2030,12PT,offshore_b,,capaConvResi,0.01
2035,12PT,offshore_b,,capaConvResi,0.01
2020,13PT,offshore_b,,capaConvResi,0.01
2025,13PT,offshore_b,,capaConvResi,0.01
2030,13PT,offshore_b,,capaConvResi,0.01
2035,13PT,offshore_b,,capaConvResi,0.01
2020,86SE,offshore_b,,capaConvResi,0.02
2025,86SE,offshore_b,,capaConvResi,0.02
2030,86SE,offshore_b,,capaConvResi,0.02
2020,87SE,offshore_b,,capaConvResi,0.02
2025,87SE,offshore_b,,capaConvResi,0.02
2030,87SE,offshore_b,,capaConvResi,0.02
2020,88SE,offshore_b,,capaConvResi,0.02
2025,88SE,offshore_b,,capaConvResi,0.02
2030,88SE,offshore_b,,capaConvResi,0.02
2020,91UK,offshore_b,,capaConvResi,1.65
2025,91UK,offshore_b,,capaConvResi,1.65
2030,91UK,offshore_b,,capaConvResi,1.57
2035,91UK,offshore_b,,capaConvResi,1.17
2020,92UK,offshore_b,,capaConvResi,1.65
2025,92UK,offshore_b,,capaConvResi,1.65
2030,92UK,offshore_b,,capaConvResi,1.57
2035,92UK,offshore_b,,capaConvResi,1.17
2020,95UK,offshore_b,,capaConvResi,1.65
2025,95UK,offshore_b,,capaConvResi,1.65
2030,95UK,offshore_b,,capaConvResi,1.57
2035,95UK,offshore_b,,capaConvResi,1.17
2020,49AT,onshore_a,,capaConvResi,0.21
2025,49AT,onshore_a,,capaConvResi,0.2
2030,49AT,onshore_a,,capaConvResi,0.11
2035,49AT,onshore_a,,capaConvResi,0.1
2020,50AT,onshore_a,,capaConvResi,0.58
2025,50AT,onshore_a,,capaConvResi,0.56
2030,50AT,onshore_a,,capaConvResi,0.32
2035,50AT,onshore_a,,capaConvResi,0.28
2020,51AT,onshore_a,,capaConvResi,0.55
2025,51AT,onshore_a,,capaConvResi,0.52
2030,51AT,onshore_a,,capaConvResi,0.31
2035,51AT,onshore_a,,capaConvResi,0.27
2020,63BA,onshore_a,,capaConvResi,0.03
2025,63BA,onshore_a,,capaConvResi,0.03
2030,63BA,onshore_a,,capaConvResi,0.03
2035,63BA,onshore_a,,capaConvResi,0.03
2020,28BE,onshore_a,,capaConvResi,1.43
2025,28BE,onshore_a,,capaConvResi,1.41
2030,28BE,onshore_a,,capaConvResi,1.21
2035,28BE,onshore_a,,capaConvResi,0.43
2020,66BG,onshore_a,,capaConvResi,0.33
2025,66BG,onshore_a,,capaConvResi,0.33
2030,66BG,onshore_a,,capaConvResi,0.33
2035,66BG,onshore_a,,capaConvResi,0.05
2020,47CH,onshore_a,,capaConvResi,0.01
2025,47CH,onshore_a,,capaConvResi,0.01
2030,47CH,onshore_a,,capaConvResi,0.01
2020,39CZ,onshore_a,,capaConvResi,0.08
2025,39CZ,onshore_a,,capaConvResi,0.08
2030,39CZ,onshore_a,,capaConvResi,0.07
2035,39CZ,onshore_a,,capaConvResi,0.01
2020,40CZ,onshore_a,,capaConvResi,0.05
2025,40CZ,onshore_a,,capaConvResi,0.05
2030,40CZ,onshore_a,,capaConvResi,0.05
2020,31DE,onshore_a,,capaConvResi,6.76
2025,31DE,onshore_a,,capaConvResi,5.5
2030,31DE,onshore_a,,capaConvResi,2.44
2035,31DE,onshore_a,,capaConvResi,0.88
2020,32DE,onshore_a,,capaConvResi,3.68
2025,32DE,onshore_a,,capaConvResi,3
2030,32DE,onshore_a,,capaConvResi,1.33
2035,32DE,onshore_a,,capaConvResi,0.47
2020,33DE,onshore_a,,capaConvResi,3.57
2025,33DE,onshore_a,,capaConvResi,2.91
2030,33DE,onshore_a,,capaConvResi,1.29
2035,33DE,onshore_a,,capaConvResi,0.46
2020,34DE,onshore_a,,capaConvResi,3.92
2025,34DE,onshore_a,,capaConvResi,3.19
2030,34DE,onshore_a,,capaConvResi,1.41
2035,34DE,onshore_a,,capaConvResi,0.51
2020,35DE,onshore_a,,capaConvResi,1.44
2025,35DE,onshore_a,,capaConvResi,1.17
2030,35DE,onshore_a,,capaConvResi,0.52
2035,35DE,onshore_a,,capaConvResi,0.18
2020,36DE,onshore_a,,capaConvResi,1.46
2025,36DE,onshore_a,,capaConvResi,1.19
2030,36DE,onshore_a,,capaConvResi,0.53
2035,36DE,onshore_a,,capaConvResi,0.19
2020,37DE,onshore_a,,capaConvResi,3.63
2025,37DE,onshore_a,,capaConvResi,2.96
2030,37DE,onshore_a,,capaConvResi,1.31
2035,37DE,onshore_a,,capaConvResi,0.47
2020,38DK,onshore_a,,capaConvResi,2.12
2025,38DK,onshore_a,,capaConvResi,1.51
2030,38DK,onshore_a,,capaConvResi,1.07
2035,38DK,onshore_a,,capaConvResi,0.69
2020,72DK,onshore_a,,capaConvResi,0.7
2025,72DK,onshore_a,,capaConvResi,0.5
2030,72DK,onshore_a,,capaConvResi,0.35
2035,72DK,onshore_a,,capaConvResi,0.23
2020,73EE,onshore_a,,capaConvResi,0.12
2025,73EE,onshore_a,,capaConvResi,0.12
2030,73EE,onshore_a,,capaConvResi,0.1
2035,73EE,onshore_a,,capaConvResi,0.04
2020,01ES,onshore_a,,capaConvResi,0.26
2025,01ES,onshore_a,,capaConvResi,0.22
2030,01ES,onshore_a,,capaConvResi,0.11
2035,01ES,onshore_a,,capaConvResi,0.02
2020,02ES,onshore_a,,capaConvResi,1.28
2025,02ES,onshore_a,,capaConvResi,1.09
2030,02ES,onshore_a,,capaConvResi,0.56
2035,02ES,onshore_a,,capaConvResi,0.11
2020,03ES,onshore_a,,capaConvResi,1.18
2025,03ES,onshore_a,,capaConvResi,1.01
2030,03ES,onshore_a,,capaConvResi,0.51
2035,03ES,onshore_a,,capaConvResi,0.1
2020,04ES,onshore_a,,capaConvResi,0.21
2025,04ES,onshore_a,,capaConvResi,0.18
2030,04ES,onshore_a,,capaConvResi,0.09
2035,04ES,onshore_a,,capaConvResi,0.01
2020,05ES,onshore_a,,capaConvResi,0.35
2025,05ES,onshore_a,,capaConvResi,0.3
2030,05ES,onshore_a,,capaConvResi,0.15
2035,05ES,onshore_a,,capaConvResi,0.03
2020,06ES,onshore_a,,capaConvResi,0.56
2025,06ES,onshore_a,,capaConvResi,0.47
2030,06ES,onshore_a,,capaConvResi,0.24
2035,06ES,onshore_a,,capaConvResi,0.05
2020,07ES,onshore_a,,capaConvResi,0.03
2025,07ES,onshore_a,,capaConvResi,0.03
2030,07ES,onshore_a,,capaConvResi,0.01
2020,08ES,onshore_a,,capaConvResi,2.84
2025,08ES,onshore_a,,capaConvResi,2.43
2030,08ES,onshore_a,,capaConvResi,1.25
2035,08ES,onshore_a,,capaConvResi,0.25
2020,09ES,onshore_a,,capaConvResi,1.16
2025,09ES,onshore_a,,capaConvResi,1
2030,09ES,onshore_a,,capaConvResi,0.51
2035,09ES,onshore_a,,capaConvResi,0.1
2020,10ES,onshore_a,,capaConvResi,0.28
2025,10ES,onshore_a,,capaConvResi,0.24
2030,10ES,onshore_a,,capaConvResi,0.12
2035,10ES,onshore_a,,capaConvResi,0.02
2020,11ES,onshore_a,,capaConvResi,0.93
2025,11ES,onshore_a,,capaConvResi,0.8
2030,11ES,onshore_a,,capaConvResi,0.41
2035,11ES,onshore_a,,capaConvResi,0.08
2020,74FI,onshore_a,,capaConvResi,0.03
2025,74FI,onshore_a,,capaConvResi,0.03
2030,74FI,onshore_a,,capaConvResi,0.03
2035,74FI,onshore_a,,capaConvResi,0.02
2020,75FI,onshore_a,,capaConvResi,0.39
2025,75FI,onshore_a,,capaConvResi,0.36
2030,75FI,onshore_a,,capaConvResi,0.32
2035,75FI,onshore_a,,capaConvResi,0.25
2020,14FR,onshore_a,,capaConvResi,0.3
2025,14FR,onshore_a,,capaConvResi,0.29
2030,14FR,onshore_a,,capaConvResi,0.26
2035,14FR,onshore_a,,capaConvResi,0.07
2020,15FR,onshore_a,,capaConvResi,0.69
2025,15FR,onshore_a,,capaConvResi,0.68
2030,15FR,onshore_a,,capaConvResi,0.6
2035,15FR,onshore_a,,capaConvResi,0.16
2020,16FR,onshore_a,,capaConvResi,0.09
2025,16FR,onshore_a,,capaConvResi,0.09
2030,16FR,onshore_a,,capaConvResi,0.08
2035,16FR,onshore_a,,capaConvResi,0.02
2020,17FR,onshore_a,,capaConvResi,0.96
2025,17FR,onshore_a,,capaConvResi,0.95
2030,17FR,onshore_a,,capaConvResi,0.83
2035,17FR,onshore_a,,capaConvResi,0.22
2020,18FR,onshore_a,,capaConvResi,0.89
2025,18FR,onshore_a,,capaConvResi,0.88
2030,18FR,onshore_a,,capaConvResi,0.77
2035,18FR,onshore_a,,capaConvResi,0.21
2020,19FR,onshore_a,,capaConvResi,0.19
2025,19FR,onshore_a,,capaConvResi,0.19
2030,19FR,onshore_a,,capaConvResi,0.17
2035,19FR,onshore_a,,capaConvResi,0.04
2020,20FR,onshore_a,,capaConvResi,0.16
2025,20FR,onshore_a,,capaConvResi,0.16
2030,20FR,onshore_a,,capaConvResi,0.14
2035,20FR,onshore_a,,capaConvResi,0.03
2020,21FR,onshore_a,,capaConvResi,0.76
2025,21FR,onshore_a,,capaConvResi,0.76
2030,21FR,onshore_a,,capaConvResi,0.66
2035,21FR,onshore_a,,capaConvResi,0.18
2020,22FR,onshore_a,,capaConvResi,0.57
2025,22FR,onshore_a,,capaConvResi,0.57
2030,22FR,onshore_a,,capaConvResi,0.5
2035,22FR,onshore_a,,capaConvResi,0.13
2020,23FR,onshore_a,,capaConvResi,0.05
2025,23FR,onshore_a,,capaConvResi,0.05
2030,23FR,onshore_a,,capaConvResi,0.05
2035,23FR,onshore_a,,capaConvResi,0.01
2020,24FR,onshore_a,,capaConvResi,0.23
2025,24FR,onshore_a,,capaConvResi,0.23
2030,24FR,onshore_a,,capaConvResi,0.2
2035,24FR,onshore_a,,capaConvResi,0.05
2020,25FR,onshore_a,,capaConvResi,0.48
2025,25FR,onshore_a,,capaConvResi,0.48
2030,25FR,onshore_a,,capaConvResi,0.42
2035,25FR,onshore_a,,capaConvResi,0.11
2020,26FR,onshore_a,,capaConvResi,0.22
2025,26FR,onshore_a,,capaConvResi,0.22
2030,26FR,onshore_a,,capaConvResi,0.19
2035,26FR,onshore_a,,capaConvResi,0.05
2020,27FR,onshore_a,,capaConvResi,0.08
2025,27FR,onshore_a,,capaConvResi,0.08
2030,27FR,onshore_a,,capaConvResi,0.07
2035,27FR,onshore_a,,capaConvResi,0.02
2020,99FR,onshore_a,,capaConvResi,0.05
2025,99FR,onshore_a,,capaConvResi,0.04
2030,99FR,onshore_a,,capaConvResi,0.04
2035,99FR,onshore_a,,capaConvResi,0.01
2020,68GR,onshore_a,,capaConvResi,0.73
2025,68GR,onshore_a,,capaConvResi,0.63
2030,68GR,onshore_a,,capaConvResi,0.46
2035,68GR,onshore_a,,capaConvResi,0.07
2020,69GR,onshore_a,,capaConvResi,0.43
2025,69GR,onshore_a,,capaConvResi,0.37
2030,69GR,onshore_a,,capaConvResi,0.27
2035,69GR,onshore_a,,capaConvResi,0.04
2020,62HR,onshore_a,,capaConvResi,0.28
2025,62HR,onshore_a,,capaConvResi,0.28
2030,62HR,onshore_a,,capaConvResi,0.27
2035,62HR,onshore_a,,capaConvResi,0.21
2020,58HU,onshore_a,,capaConvResi,0.14
2025,58HU,onshore_a,,capaConvResi,0.14
2030,58HU,onshore_a,,capaConvResi,0.13
2035,58HU,onshore_a,,capaConvResi,0.03
2020,96IE,onshore_a,,capaConvResi,2.07
2025,96IE,onshore_a,,capaConvResi,1.95
2030,96IE,onshore_a,,capaConvResi,1.59
2035,96IE,onshore_a,,capaConvResi,0.41
2020,52IT,onshore_a,,capaConvResi,0.17
2025,52IT,onshore_a,,capaConvResi,0.17
2030,52IT,onshore_a,,capaConvResi,0.13
2035,52IT,onshore_a,,capaConvResi,0.04
2020,53IT,onshore_a,,capaConvResi,0.15
2025,53IT,onshore_a,,capaConvResi,0.15
2030,53IT,onshore_a,,capaConvResi,0.11
2035,53IT,onshore_a,,capaConvResi,0.03
2020,54IT,onshore_a,,capaConvResi,0.69
2025,54IT,onshore_a,,capaConvResi,0.66
2030,54IT,onshore_a,,capaConvResi,0.51
2035,54IT,onshore_a,,capaConvResi,0.16
2020,55IT,onshore_a,,capaConvResi,1.34
2025,55IT,onshore_a,,capaConvResi,1.28
2030,55IT,onshore_a,,capaConvResi,0.98
2035,55IT,onshore_a,,capaConvResi,0.32
2020,56IT,onshore_a,,capaConvResi,0.34
2025,56IT,onshore_a,,capaConvResi,0.33
2030,56IT,onshore_a,,capaConvResi,0.25
2035,56IT,onshore_a,,capaConvResi,0.08
2020,98IT,onshore_a,,capaConvResi,0.17
2025,98IT,onshore_a,,capaConvResi,0.16
2030,98IT,onshore_a,,capaConvResi,0.12
2035,98IT,onshore_a,,capaConvResi,0.04
2020,77LT,onshore_a,,capaConvResi,0.29
2025,77LT,onshore_a,,capaConvResi,0.29
2030,77LT,onshore_a,,capaConvResi,0.29
2035,77LT,onshore_a,,capaConvResi,0.12
2020,29LU,onshore_a,,capaConvResi,0.07
2025,29LU,onshore_a,,capaConvResi,0.05
2030,29LU,onshore_a,,capaConvResi,0.03
2035,29LU,onshore_a,,capaConvResi,0.01
2020,78LV,onshore_a,,capaConvResi,0.01
2025,78LV,onshore_a,,capaConvResi,0.01
2020,64ME,onshore_a,,capaConvResi,0.07
2025,64ME,onshore_a,,capaConvResi,0.06
2030,64ME,onshore_a,,capaConvResi,0.04
2035,64ME,onshore_a,,capaConvResi,0.03
2040,64ME,onshore_a,,capaConvResi,0.01
2020,30NL,onshore_a,,capaConvResi,1.95
2025,30NL,onshore_a,,capaConvResi,1.75
2030,30NL,onshore_a,,capaConvResi,1.23
2035,30NL,onshore_a,,capaConvResi,0.64
2020,79NO,onshore_a,,capaConvResi,0.05
2025,79NO,onshore_a,,capaConvResi,0.05
2030,79NO,onshore_a,,capaConvResi,0.03
2035,79NO,onshore_a,,capaConvResi,0.02
2020,80NO,onshore_a,,capaConvResi,0.04
2025,80NO,onshore_a,,capaConvResi,0.04
2030,80NO,onshore_a,,capaConvResi,0.03
2035,80NO,onshore_a,,capaConvResi,0.02
2020,81NO,onshore_a,,capaConvResi,0.06
2025,81NO,onshore_a,,capaConvResi,0.06
2030,81NO,onshore_a,,capaConvResi,0.04
2035,81NO,onshore_a,,capaConvResi,0.03
2020,82NO,onshore_a,,capaConvResi,0.2
2025,82NO,onshore_a,,capaConvResi,0.19
2030,82NO,onshore_a,,capaConvResi,0.13
2035,82NO,onshore_a,,capaConvResi,0.1
2020,83NO,onshore_a,,capaConvResi,0.06
2025,83NO,onshore_a,,capaConvResi,0.06
2030,83NO,onshore_a,,capaConvResi,0.04
2035,83NO,onshore_a,,capaConvResi,0.03
2020,84NO,onshore_a,,capaConvResi,0.23
2025,84NO,onshore_a,,capaConvResi,0.23
2030,84NO,onshore_a,,capaConvResi,0.15
2035,84NO,onshore_a,,capaConvResi,0.12
2020,85NO,onshore_a,,capaConvResi,0.14
2025,85NO,onshore_a,,capaConvResi,0.14
2030,85NO,onshore_a,,capaConvResi,0.09
2035,85NO,onshore_a,,capaConvResi,0.07
2020,41PL,onshore_a,,capaConvResi,0.14
2025,41PL,onshore_a,,capaConvResi,0.14
2030,41PL,onshore_a,,capaConvResi,0.14
2035,41PL,onshore_a,,capaConvResi,0.08
2020,42PL,onshore_a,,capaConvResi,0.14
2025,42PL,onshore_a,,capaConvResi,0.14
2030,42PL,onshore_a,,capaConvResi,0.14
2035,42PL,onshore_a,,capaConvResi,0.08
2020,43PL,onshore_a,,capaConvResi,0.45
2025,43PL,onshore_a,,capaConvResi,0.45
2030,43PL,onshore_a,,capaConvResi,0.44
2035,43PL,onshore_a,,capaConvResi,0.27
2020,44PL,onshore_a,,capaConvResi,0.99
2025,44PL,onshore_a,,capaConvResi,0.98
2030,44PL,onshore_a,,capaConvResi,0.96
2035,44PL,onshore_a,,capaConvResi,0.59
2020,45PL,onshore_a,,capaConvResi,0.88
2025,45PL,onshore_a,,capaConvResi,0.88
2030,45PL,onshore_a,,capaConvResi,0.86
2035,45PL,onshore_a,,capaConvResi,0.52
2020,12PT,onshore_a,,capaConvResi,0.5
2025,12PT,onshore_a,,capaConvResi,0.49
2030,12PT,onshore_a,,capaConvResi,0.36
2035,12PT,onshore_a,,capaConvResi,0.03
2020,13PT,onshore_a,,capaConvResi,1.18
2025,13PT,onshore_a,,capaConvResi,1.15
2030,13PT,onshore_a,,capaConvResi,0.85
2035,13PT,onshore_a,,capaConvResi,0.08
2020,59RO,onshore_a,,capaConvResi,0.32
2025,59RO,onshore_a,,capaConvResi,0.32
2030,59RO,onshore_a,,capaConvResi,0.32
2035,59RO,onshore_a,,capaConvResi,0.25
2020,60RO,onshore_a,,capaConvResi,0.26
2025,60RO,onshore_a,,capaConvResi,0.26
2030,60RO,onshore_a,,capaConvResi,0.26
2035,60RO,onshore_a,,capaConvResi,0.2
2020,61RO,onshore_a,,capaConvResi,0.74
2025,61RO,onshore_a,,capaConvResi,0.74
2030,61RO,onshore_a,,capaConvResi,0.74
2035,61RO,onshore_a,,capaConvResi,0.58
2020,65RS,onshore_a,,capaConvResi,0.29
2025,65RS,onshore_a,,capaConvResi,0.29
2030,65RS,onshore_a,,capaConvResi,0.29
2035,65RS,onshore_a,,capaConvResi,0.29
2020,86SE,onshore_a,,capaConvResi,1.37
2025,86SE,onshore_a,,capaConvResi,1.3
2030,86SE,onshore_a,,capaConvResi,1.25
2035,86SE,onshore_a,,capaConvResi,0.91
2020,87SE,onshore_a,,capaConvResi,0.28
2025,87SE,onshore_a,,capaConvResi,0.26
2030,87SE,onshore_a,,capaConvResi,0.25
2035,87SE,onshore_a,,capaConvResi,0.18
2020,88SE,onshore_a,,capaConvResi,0.44
2025,88SE,onshore_a,,capaConvResi,0.41
2030,88SE,onshore_a,,capaConvResi,0.4
2035,88SE,onshore_a,,capaConvResi,0.29
2020,89SE,onshore_a,,capaConvResi,0.47
2025,89SE,onshore_a,,capaConvResi,0.45
2030,89SE,onshore_a,,capaConvResi,0.44
2035,89SE,onshore_a,,capaConvResi,0.32
2020,57SI,onshore_a,,capaConvResi,0.01
2025,57SI,onshore_a,,capaConvResi,0.01
2030,57SI,onshore_a,,capaConvResi,0.01
2020,46SK,onshore_a,,capaConvResi,0.01
2025,46SK,onshore_a,,capaConvResi,0.01
2020,90UK,onshore_a,,capaConvResi,0.22
2025,90UK,onshore_a,,capaConvResi,0.21
2030,90UK,onshore_a,,capaConvResi,0.19
2035,90UK,onshore_a,,capaConvResi,0.11
2020,91UK,onshore_a,,capaConvResi,2.81
2025,91UK,onshore_a,,capaConvResi,2.73
2030,91UK,onshore_a,,capaConvResi,2.45
2035,91UK,onshore_a,,capaConvResi,1.4
2020,92UK,onshore_a,,capaConvResi,0.59
2025,92UK,onshore_a,,capaConvResi,0.57
2030,92UK,onshore_a,,capaConvResi,0.52
2035,92UK,onshore_a,,capaConvResi,0.29
2020,93UK,onshore_a,,capaConvResi,3.11
2025,93UK,onshore_a,,capaConvResi,3.02
2030,93UK,onshore_a,,capaConvResi,2.72
2035,93UK,onshore_a,,capaConvResi,1.55
2020,94UK,onshore_a,,capaConvResi,0.29
2025,94UK,onshore_a,,capaConvResi,0.28
2030,94UK,onshore_a,,capaConvResi,0.25
2035,94UK,onshore_a,,capaConvResi,0.14
2020,95UK,onshore_a,,capaConvResi,0.9
2025,95UK,onshore_a,,capaConvResi,0.88
2030,95UK,onshore_a,,capaConvResi,0.79
2035,95UK,onshore_a,,capaConvResi,0.45
2020,49AT,onshore_b,,capaConvResi,0.35
2025,49AT,onshore_b,,capaConvResi,0.33
2030,49AT,onshore_b,,capaConvResi,0.19
2035,49AT,onshore_b,,capaConvResi,0.17
2020,50AT,onshore_b,,capaConvResi,0.71
2025,50AT,onshore_b,,capaConvResi,0.67
2030,50AT,onshore_b,,capaConvResi,0.39
2035,50AT,onshore_b,,capaConvResi,0.35
2020,51AT,onshore_b,,capaConvResi,0.34
2025,51AT,onshore_b,,capaConvResi,0.32
2030,51AT,onshore_b,,capaConvResi,0.19
2035,51AT,onshore_b,,capaConvResi,0.16
2020,63BA,onshore_b,,capaConvResi,0.01
2025,63BA,onshore_b,,capaConvResi,0.01
2030,63BA,onshore_b,,capaConvResi,0.01
2035,63BA,onshore_b,,capaConvResi,0.01
2020,28BE,onshore_b,,capaConvResi,0.21
2025,28BE,onshore_b,,capaConvResi,0.21
2030,28BE,onshore_b,,capaConvResi,0.18
2035,28BE,onshore_b,,capaConvResi,0.06
2020,66BG,onshore_b,,capaConvResi,0.27
2025,66BG,onshore_b,,capaConvResi,0.27
2030,66BG,onshore_b,,capaConvResi,0.27
2035,66BG,onshore_b,,capaConvResi,0.04
2020,47CH,onshore_b,,capaConvResi,0.03
2025,47CH,onshore_b,,capaConvResi,0.03
2030,47CH,onshore_b,,capaConvResi,0.03
2020,39CZ,onshore_b,,capaConvResi,0.06
2025,39CZ,onshore_b,,capaConvResi,0.06
2030,39CZ,onshore_b,,capaConvResi,0.05
2035,39CZ,onshore_b,,capaConvResi,0.01
2020,40CZ,onshore_b,,capaConvResi,0.12
2025,40CZ,onshore_b,,capaConvResi,0.12
2030,40CZ,onshore_b,,capaConvResi,0.11
2035,40CZ,onshore_b,,capaConvResi,0.02
2020,31DE,onshore_b,,capaConvResi,3.32
2025,31DE,onshore_b,,capaConvResi,2.7
2030,31DE,onshore_b,,capaConvResi,1.2
2035,31DE,onshore_b,,capaConvResi,0.43
2020,32DE,onshore_b,,capaConvResi,2.64
2025,32DE,onshore_b,,capaConvResi,2.15
2030,32DE,onshore_b,,capaConvResi,0.95
2035,32DE,onshore_b,,capaConvResi,0.34
2020,33DE,onshore_b,,capaConvResi,3.33
2025,33DE,onshore_b,,capaConvResi,2.71
2030,33DE,onshore_b,,capaConvResi,1.2
2035,33DE,onshore_b,,capaConvResi,0.43
2020,34DE,onshore_b,,capaConvResi,3.13
2025,34DE,onshore_b,,capaConvResi,2.55
2030,34DE,onshore_b,,capaConvResi,1.13
2035,34DE,onshore_b,,capaConvResi,0.4
2020,35DE,onshore_b,,capaConvResi,0.89
2025,35DE,onshore_b,,capaConvResi,0.72
2030,35DE,onshore_b,,capaConvResi,0.32
2035,35DE,onshore_b,,capaConvResi,0.11
2020,36DE,onshore_b,,capaConvResi,0.71
2025,36DE,onshore_b,,capaConvResi,0.58
2030,36DE,onshore_b,,capaConvResi,0.25
2035,36DE,onshore_b,,capaConvResi,0.09
2020,37DE,onshore_b,,capaConvResi,1.07
2025,37DE,onshore_b,,capaConvResi,0.87
2030,37DE,onshore_b,,capaConvResi,0.38
2035,37DE,onshore_b,,capaConvResi,0.14
2020,38DK,onshore_b,,capaConvResi,1.08
2025,38DK,onshore_b,,capaConvResi,0.77
2030,38DK,onshore_b,,capaConvResi,0.55
2035,38DK,onshore_b,,capaConvResi,0.35
2020,72DK,onshore_b,,capaConvResi,0.05
2025,72DK,onshore_b,,capaConvResi,0.03
2030,72DK,onshore_b,,capaConvResi,0.02
2035,72DK,onshore_b,,capaConvResi,0.01
2020,73EE,onshore_b,,capaConvResi,0.23
2025,73EE,onshore_b,,capaConvResi,0.23
2030,73EE,onshore_b,,capaConvResi,0.2
2035,73EE,onshore_b,,capaConvResi,0.09
2020,01ES,onshore_b,,capaConvResi,0.26
2025,01ES,onshore_b,,capaConvResi,0.22
2030,01ES,onshore_b,,capaConvResi,0.11
2035,01ES,onshore_b,,capaConvResi,0.02
2020,02ES,onshore_b,,capaConvResi,0.58
2025,02ES,onshore_b,,capaConvResi,0.5
2030,02ES,onshore_b,,capaConvResi,0.25
2035,02ES,onshore_b,,capaConvResi,0.05
2020,03ES,onshore_b,,capaConvResi,1.71
2025,03ES,onshore_b,,capaConvResi,1.47
2030,03ES,onshore_b,,capaConvResi,0.75
2035,03ES,onshore_b,,capaConvResi,0.15
2020,04ES,onshore_b,,capaConvResi,0.22
2025,04ES,onshore_b,,capaConvResi,0.19
2030,04ES,onshore_b,,capaConvResi,0.09
2035,04ES,onshore_b,,capaConvResi,0.02
2020,05ES,onshore_b,,capaConvResi,0.96
2025,05ES,onshore_b,,capaConvResi,0.82
2030,05ES,onshore_b,,capaConvResi,0.42
2035,05ES,onshore_b,,capaConvResi,0.08
2020,06ES,onshore_b,,capaConvResi,0.15
2025,06ES,onshore_b,,capaConvResi,0.13
2030,06ES,onshore_b,,capaConvResi,0.06
2035,06ES,onshore_b,,capaConvResi,0.01
2020,07ES,onshore_b,,capaConvResi,0.12
2025,07ES,onshore_b,,capaConvResi,0.1
2030,07ES,onshore_b,,capaConvResi,0.05
2035,07ES,onshore_b,,capaConvResi,0.01
2020,08ES,onshore_b,,capaConvResi,1
2025,08ES,onshore_b,,capaConvResi,0.85
2030,08ES,onshore_b,,capaConvResi,0.44
2035,08ES,onshore_b,,capaConvResi,0.09
2020,09ES,onshore_b,,capaConvResi,0.18
2025,09ES,onshore_b,,capaConvResi,0.16
2030,09ES,onshore_b,,capaConvResi,0.08
2035,09ES,onshore_b,,capaConvResi,0.01
2020,10ES,onshore_b,,capaConvResi,1.62
2025,10ES,onshore_b,,capaConvResi,1.39
2030,10ES,onshore_b,,capaConvResi,0.71
2035,10ES,onshore_b,,capaConvResi,0.14
2020,11ES,onshore_b,,capaConvResi,1.19
2025,11ES,onshore_b,,capaConvResi,1.02
2030,11ES,onshore_b,,capaConvResi,0.52
2035,11ES,onshore_b,,capaConvResi,0.1
2020,74FI,onshore_b,,capaConvResi,0.38
2025,74FI,onshore_b,,capaConvResi,0.35
2030,74FI,onshore_b,,capaConvResi,0.32
2035,74FI,onshore_b,,capaConvResi,0.24
2020,75FI,onshore_b,,capaConvResi,0.24
2025,75FI,onshore_b,,capaConvResi,0.22
2030,75FI,onshore_b,,capaConvResi,0.19
2035,75FI,onshore_b,,capaConvResi,0.15
2020,14FR,onshore_b,,capaConvResi,0.85
2025,14FR,onshore_b,,capaConvResi,0.84
2030,14FR,onshore_b,,capaConvResi,0.74
2035,14FR,onshore_b,,capaConvResi,0.2
2020,15FR,onshore_b,,capaConvResi,0.31
2025,15FR,onshore_b,,capaConvResi,0.31
2030,15FR,onshore_b,,capaConvResi,0.27
2035,15FR,onshore_b,,capaConvResi,0.07
2020,16FR,onshore_b,,capaConvResi,0.2
2025,16FR,onshore_b,,capaConvResi,0.2
2030,16FR,onshore_b,,capaConvResi,0.17
2035,16FR,onshore_b,,capaConvResi,0.04
2020,17FR,onshore_b,,capaConvResi,0.28
2025,17FR,onshore_b,,capaConvResi,0.28
2030,17FR,onshore_b,,capaConvResi,0.24
2035,17FR,onshore_b,,capaConvResi,0.06
2020,18FR,onshore_b,,capaConvResi,1.29
2025,18FR,onshore_b,,capaConvResi,1.28
2030,18FR,onshore_b,,capaConvResi,1.13
2035,18FR,onshore_b,,capaConvResi,0.3
2020,19FR,onshore_b,,capaConvResi,0.15
2025,19FR,onshore_b,,capaConvResi,0.15
2030,19FR,onshore_b,,capaConvResi,0.13
2035,19FR,onshore_b,,capaConvResi,0.03
2020,20FR,onshore_b,,capaConvResi,0.17
2025,20FR,onshore_b,,capaConvResi,0.17
2030,20FR,onshore_b,,capaConvResi,0.15
2035,20FR,onshore_b,,capaConvResi,0.04
2020,21FR,onshore_b,,capaConvResi,0.42
2025,21FR,onshore_b,,capaConvResi,0.41
2030,21FR,onshore_b,,capaConvResi,0.36
2035,21FR,onshore_b,,capaConvResi,0.09
2020,22FR,onshore_b,,capaConvResi,0.31
