timestep_2,region_4,technology_3,parameter,value
,49AT,bioPlantSolidAutoStock,effConv,0.27
,50AT,bioPlantSolidAutoStock,effConv,0.27
,51AT,bioPlantSolidAutoStock,effConv,0.27
,28BE,bioPlantSolidAutoStock,effConv,0.27
,66BG,bioPlantSolidAutoStock,effConv,0.27
,47CH,bioPlantSolidAutoStock,effConv,0.27
,48CH,bioPlantSolidAutoStock,effConv,0.27
,39CZ,bioPlantSolidAutoStock,effConv,0.27
,40CZ,bioPlantSolidAutoStock,effConv,0.27
,31DE,bioPlantSolidAutoStock,effConv,0.27
,32DE,bioPlantSolidAutoStock,effConv,0.27
,33DE,bioPlantSolidAutoStock,effConv,0.27
,34DE,bioPlantSolidAutoStock,effConv,0.27
,35DE,bioPlantSolidAutoStock,effConv,0.27
,36DE,bioPlantSolidAutoStock,effConv,0.27
,37DE,bioPlantSolidAutoStock,effConv,0.27
,72DK,bioPlantSolidAutoStock,effConv,0.27
,73EE,bioPlantSolidAutoStock,effConv,0.27
,01ES,bioPlantSolidAutoStock,effConv,0.27
,02ES,bioPlantSolidAutoStock,effConv,0.27
,03ES,bioPlantSolidAutoStock,effConv,0.27
,04ES,bioPlantSolidAutoStock,effConv,0.27
,05ES,bioPlantSolidAutoStock,effConv,0.27
,06ES,bioPlantSolidAutoStock,effConv,0.27
,07ES,bioPlantSolidAutoStock,effConv,0.27
,08ES,bioPlantSolidAutoStock,effConv,0.27
,09ES,bioPlantSolidAutoStock,effConv,0.27
,10ES,bioPlantSolidAutoStock,effConv,0.27
,11ES,bioPlantSolidAutoStock,effConv,0.27
,74FI,bioPlantSolidAutoStock,effConv,0.27
,75FI,bioPlantSolidAutoStock,effConv,0.27
,14FR,bioPlantSolidAutoStock,effConv,0.27
,15FR,bioPlantSolidAutoStock,effConv,0.27
,16FR,bioPlantSolidAutoStock,effConv,0.27
,17FR,bioPlantSolidAutoStock,effConv,0.27
,18FR,bioPlantSolidAutoStock,effConv,0.27
,19FR,bioPlantSolidAutoStock,effConv,0.27
,20FR,bioPlantSolidAutoStock,effConv,0.27
,21FR,bioPlantSolidAutoStock,effConv,0.27
,22FR,bioPlantSolidAutoStock,effConv,0.27
,23FR,bioPlantSolidAutoStock,effConv,0.27
,24FR,bioPlantSolidAutoStock,effConv,0.27
,25FR,bioPlantSolidAutoStock,effConv,0.27
,26FR,bioPlantSolidAutoStock,effConv,0.27
,27FR,bioPlantSolidAutoStock,effConv,0.27
,99FR,bioPlantSolidAutoStock,effConv,0.27
,69GR,bioPlantSolidAutoStock,effConv,0.27
,58HU,bioPlantSolidAutoStock,effConv,0.27
,52IT,bioPlantSolidAutoStock,effConv,0.27
,53IT,bioPlantSolidAutoStock,effConv,0.27
,54IT,bioPlantSolidAutoStock,effConv,0.27
,55IT,bioPlantSolidAutoStock,effConv,0.27
,30NL,bioPlantSolidAutoStock,effConv,0.27
,12PT,bioPlantSolidAutoStock,effConv,0.27
,13PT,bioPlantSolidAutoStock,effConv,0.27
,59RO,bioPlantSolidAutoStock,effConv,0.27
,60RO,bioPlantSolidAutoStock,effConv,0.27
,61RO,bioPlantSolidAutoStock,effConv,0.27
,57SI,bioPlantSolidAutoStock,effConv,0.27
,46SK,bioPlantSolidAutoStock,effConv,0.27
,90UK,bioPlantSolidAutoStock,effConv,0.27
,92UK,bioPlantSolidAutoStock,effConv,0.27
,93UK,bioPlantSolidAutoStock,effConv,0.27
,94UK,bioPlantSolidAutoStock,effConv,0.27
,49AT,gasPlantAutoStock,effConv,0.543518632
,50AT,gasPlantAutoStock,effConv,0.543518632
,51AT,gasPlantAutoStock,effConv,0.543518632
,28BE,gasPlantAutoStock,effConv,0.53522789
,66BG,gasPlantAutoStock,effConv,0.606666667
,47CH,gasPlantAutoStock,effConv,0.565083415
,48CH,gasPlantAutoStock,effConv,0.565083415
,39CZ,gasPlantAutoStock,effConv,0.514221468
,40CZ,gasPlantAutoStock,effConv,0.514221468
,31DE,gasPlantAutoStock,effConv,0.542634136
,32DE,gasPlantAutoStock,effConv,0.542634136
,33DE,gasPlantAutoStock,effConv,0.542634136
,34DE,gasPlantAutoStock,effConv,0.542634136
,35DE,gasPlantAutoStock,effConv,0.542634136
,36DE,gasPlantAutoStock,effConv,0.542634136
,37DE,gasPlantAutoStock,effConv,0.542634136
,72DK,gasPlantAutoStock,effConv,0.497381041
,73EE,gasPlantAutoStock,effConv,0.602
,01ES,gasPlantAutoStock,effConv,0.566498872
,02ES,gasPlantAutoStock,effConv,0.566498872
,03ES,gasPlantAutoStock,effConv,0.566498872
,04ES,gasPlantAutoStock,effConv,0.566498872
,05ES,gasPlantAutoStock,effConv,0.566498872
,06ES,gasPlantAutoStock,effConv,0.566498872
,07ES,gasPlantAutoStock,effConv,0.566498872
,08ES,gasPlantAutoStock,effConv,0.566498872
,09ES,gasPlantAutoStock,effConv,0.566498872
,10ES,gasPlantAutoStock,effConv,0.566498872
,11ES,gasPlantAutoStock,effConv,0.566498872
,74FI,gasPlantAutoStock,effConv,0.491097055
,75FI,gasPlantAutoStock,effConv,0.491097055
,14FR,gasPlantAutoStock,effConv,0.592520168
,16FR,gasPlantAutoStock,effConv,0.592520168
,17FR,gasPlantAutoStock,effConv,0.592520168
,18FR,gasPlantAutoStock,effConv,0.592520168
,19FR,gasPlantAutoStock,effConv,0.592520168
,20FR,gasPlantAutoStock,effConv,0.592520168
,21FR,gasPlantAutoStock,effConv,0.592520168
,22FR,gasPlantAutoStock,effConv,0.592520168
,23FR,gasPlantAutoStock,effConv,0.592520168
,24FR,gasPlantAutoStock,effConv,0.592520168
,25FR,gasPlantAutoStock,effConv,0.592520168
,26FR,gasPlantAutoStock,effConv,0.592520168
,27FR,gasPlantAutoStock,effConv,0.592520168
,99FR,gasPlantAutoStock,effConv,0.592520168
,68GR,gasPlantAutoStock,effConv,0.560619106
,69GR,gasPlantAutoStock,effConv,0.560619106
,58HU,gasPlantAutoStock,effConv,0.546327153
,52IT,gasPlantAutoStock,effConv,0.559024313
,53IT,gasPlantAutoStock,effConv,0.559024313
,54IT,gasPlantAutoStock,effConv,0.559024313
,55IT,gasPlantAutoStock,effConv,0.559024313
,56IT,gasPlantAutoStock,effConv,0.559024313
,98IT,gasPlantAutoStock,effConv,0.559024313
,30NL,gasPlantAutoStock,effConv,0.514546167
,12PT,gasPlantAutoStock,effConv,0.566916336
,13PT,gasPlantAutoStock,effConv,0.566916336
,59RO,gasPlantAutoStock,effConv,0.593333333
,60RO,gasPlantAutoStock,effConv,0.593333333
,61RO,gasPlantAutoStock,effConv,0.593333333
,46SK,gasPlantAutoStock,effConv,0.573333333
,90UK,gasPlantAutoStock,effConv,0.532385775
,91UK,gasPlantAutoStock,effConv,0.532385775
,92UK,gasPlantAutoStock,effConv,0.532385775
,94UK,gasPlantAutoStock,effConv,0.532385775
,95UK,gasPlantAutoStock,effConv,0.532385775
,49AT,hardcoalPlantAutoStock,effConv,0.408300247
,50AT,hardcoalPlantAutoStock,effConv,0.408300247
,51AT,hardcoalPlantAutoStock,effConv,0.408300247
,28BE,hardcoalPlantAutoStock,effConv,0.4071875
,66BG,hardcoalPlantAutoStock,effConv,0.486875
,40CZ,hardcoalPlantAutoStock,effConv,0.443942218
,31DE,hardcoalPlantAutoStock,effConv,0.452045455
,32DE,hardcoalPlantAutoStock,effConv,0.452045455
,33DE,hardcoalPlantAutoStock,effConv,0.452045455
,35DE,hardcoalPlantAutoStock,effConv,0.452045455
,36DE,hardcoalPlantAutoStock,effConv,0.452045455
,37DE,hardcoalPlantAutoStock,effConv,0.452045455
,02ES,hardcoalPlantAutoStock,effConv,0.396655737
,03ES,hardcoalPlantAutoStock,effConv,0.396655737
,09ES,hardcoalPlantAutoStock,effConv,0.396655737
,10ES,hardcoalPlantAutoStock,effConv,0.396655737
,74FI,hardcoalPlantAutoStock,effConv,0.403581168
,75FI,hardcoalPlantAutoStock,effConv,0.403581168
,20FR,hardcoalPlantAutoStock,effConv,0.397732366
