timestep_4,region_4,carrier_1,parameter,value
hh0001,01ES,processHeat_high,dem,0.3839999343199167
hh0002,01ES,processHeat_high,dem,0.3856659577672973
hh0003,01ES,processHeat_high,dem,0.38391556170719066
hh0004,01ES,processHeat_high,dem,0.3839471535567375
hh0005,01ES,processHeat_high,dem,0.3813100528692072
hh0006,01ES,processHeat_high,dem,0.3820766059950846
hh0007,01ES,processHeat_high,dem,0.381640976679881
hh0008,01ES,processHeat_high,dem,0.38336161944408353
hh0009,01ES,processHeat_high,dem,0.3834333488114796
hh0010,01ES,processHeat_high,dem,0.37880521474897005
hh0011,01ES,processHeat_high,dem,0.3789415275313811
hh0012,01ES,processHeat_high,dem,0.37872787848790335
hh0013,01ES,processHeat_high,dem,0.3761396922925966
hh0014,01ES,processHeat_high,dem,0.37987853573041
hh0015,01ES,processHeat_high,dem,0.38179049048799313
hh0016,01ES,processHeat_high,dem,0.3808918180533778
hh0017,01ES,processHeat_high,dem,0.37608894739761056
hh0018,01ES,processHeat_high,dem,0.38022574429117895
hh0019,01ES,processHeat_high,dem,0.3804010868097903
hh0020,01ES,processHeat_high,dem,0.3807136021328473
hh0021,01ES,processHeat_high,dem,0.379919557749415
hh0022,01ES,processHeat_high,dem,0.37876625373414163
hh0023,01ES,processHeat_high,dem,0.37824415617891194
hh0024,01ES,processHeat_high,dem,0.37464694927004827
hh0025,01ES,processHeat_high,dem,0.37864336218465
hh0026,01ES,processHeat_high,dem,0.38177712753413473
hh0027,01ES,processHeat_high,dem,0.38143487800553294
hh0028,01ES,processHeat_high,dem,0.3794302827833782
hh0029,01ES,processHeat_high,dem,0.37617925019941384
hh0030,01ES,processHeat_high,dem,0.3796188702578343
hh0031,01ES,processHeat_high,dem,0.3767652679698994
hh0032,01ES,processHeat_high,dem,0.377032179790299
hh0033,01ES,processHeat_high,dem,0.3830536468815425
hh0034,01ES,processHeat_high,dem,0.3791160345845931
hh0035,01ES,processHeat_high,dem,0.3741736998219798
hh0036,01ES,processHeat_high,dem,0.3754371339602502
hh0037,01ES,processHeat_high,dem,0.3797849289142941
hh0038,01ES,processHeat_high,dem,0.3822829758895809
hh0039,01ES,processHeat_high,dem,0.38167242302891863
hh0040,01ES,processHeat_high,dem,0.38345563508817737
hh0041,01ES,processHeat_high,dem,0.37785595374875164
hh0042,01ES,processHeat_high,dem,0.38016676786721054
hh0043,01ES,processHeat_high,dem,0.3761614141396575
hh0044,01ES,processHeat_high,dem,0.3808392932545012
hh0045,01ES,processHeat_high,dem,0.384070994359165
hh0046,01ES,processHeat_high,dem,0.3866036408337708
hh0047,01ES,processHeat_high,dem,0.3852186566719572
hh0048,01ES,processHeat_high,dem,0.3899613283229055
hh0001,02ES,processHeat_high,dem,0.4525697635861033
hh0002,02ES,processHeat_high,dem,0.4546851401937854
hh0003,02ES,processHeat_high,dem,0.45280335501917746
hh0004,02ES,processHeat_high,dem,0.4525733818090393
hh0005,02ES,processHeat_high,dem,0.44958513318421583
hh0006,02ES,processHeat_high,dem,0.4503324669061073
hh0007,02ES,processHeat_high,dem,0.450177249167188
hh0008,02ES,processHeat_high,dem,0.4522419144471557
hh0009,02ES,processHeat_high,dem,0.45190191799648444
hh0010,02ES,processHeat_high,dem,0.4466901915951047
hh0011,02ES,processHeat_high,dem,0.4466371750689355
hh0012,02ES,processHeat_high,dem,0.4464932133552297
hh0013,02ES,processHeat_high,dem,0.44345582054292765
hh0014,02ES,processHeat_high,dem,0.4478899032448375
hh0015,02ES,processHeat_high,dem,0.45017730525698635
hh0016,02ES,processHeat_high,dem,0.4493642461091971
hh0017,02ES,processHeat_high,dem,0.4430820375111461
hh0018,02ES,processHeat_high,dem,0.44794254419747503
hh0019,02ES,processHeat_high,dem,0.44805582345581474
hh0020,02ES,processHeat_high,dem,0.44893088181744695
hh0021,02ES,processHeat_high,dem,0.447650969098497
hh0022,02ES,processHeat_high,dem,0.4466304101099868
hh0023,02ES,processHeat_high,dem,0.44603090236261966
hh0024,02ES,processHeat_high,dem,0.4415220782083522
hh0025,02ES,processHeat_high,dem,0.44630935661331655
hh0026,02ES,processHeat_high,dem,0.4501053145611921
hh0027,02ES,processHeat_high,dem,0.4496081784287435
hh0028,02ES,processHeat_high,dem,0.447029267984943
hh0029,02ES,processHeat_high,dem,0.443369883108293
hh0030,02ES,processHeat_high,dem,0.447680355018989
hh0031,02ES,processHeat_high,dem,0.4442562025591543
hh0032,02ES,processHeat_high,dem,0.44443512165259275
hh0033,02ES,processHeat_high,dem,0.45153353048354367
hh0034,02ES,processHeat_high,dem,0.44718252872753084
hh0035,02ES,processHeat_high,dem,0.44114298420404074
hh0036,02ES,processHeat_high,dem,0.44227987946400604
hh0037,02ES,processHeat_high,dem,0.4476406591958152
hh0038,02ES,processHeat_high,dem,0.4510638677073341
hh0039,02ES,processHeat_high,dem,0.4501626227955321
hh0040,02ES,processHeat_high,dem,0.4524715290437479
hh0041,02ES,processHeat_high,dem,0.44583656070567984
hh0042,02ES,processHeat_high,dem,0.448211294417297
hh0043,02ES,processHeat_high,dem,0.4437535374777521
hh0044,02ES,processHeat_high,dem,0.4490887240409517
hh0045,02ES,processHeat_high,dem,0.4531947059164765
hh0046,02ES,processHeat_high,dem,0.4563112901542173
hh0047,02ES,processHeat_high,dem,0.45432210385790145
hh0048,02ES,processHeat_high,dem,0.45991059612951835
hh0001,03ES,processHeat_high,dem,0.2985053100587203
hh0002,03ES,processHeat_high,dem,0.3001633980908706
hh0003,03ES,processHeat_high,dem,0.2992739394341447
hh0004,03ES,processHeat_high,dem,0.2986513018951775
hh0005,03ES,processHeat_high,dem,0.29693240067147525
hh0006,03ES,processHeat_high,dem,0.29721968665175685
hh0007,03ES,processHeat_high,dem,0.2975514762155477
hh0008,03ES,processHeat_high,dem,0.29898910329024303
hh0009,03ES,processHeat_high,dem,0.2981916594061024
hh0010,03ES,processHeat_high,dem,0.29508523260260255
hh0011,03ES,processHeat_high,dem,0.2947317850129568
hh0012,03ES,processHeat_high,dem,0.2947906524717589
hh0013,03ES,processHeat_high,dem,0.2927408310719435
hh0014,03ES,processHeat_high,dem,0.2957760724643748
hh0015,03ES,processHeat_high,dem,0.29727101483521856
hh0016,03ES,processHeat_high,dem,0.29715746293598955
hh0017,03ES,processHeat_high,dem,0.29218664344573164
hh0018,03ES,processHeat_high,dem,0.29530192034692476
hh0019,03ES,processHeat_high,dem,0.2951996458819398
hh0020,03ES,processHeat_high,dem,0.2965109450288483
hh0021,03ES,processHeat_high,dem,0.29514707767222664
hh0022,03ES,processHeat_high,dem,0.2949974091423871
hh0023,03ES,processHeat_high,dem,0.29465810978456397
hh0024,03ES,processHeat_high,dem,0.29125840660318625
hh0025,03ES,processHeat_high,dem,0.2945194564625608
hh0026,03ES,processHeat_high,dem,0.2971641543409324
hh0027,03ES,processHeat_high,dem,0.2966939454691826
hh0028,03ES,processHeat_high,dem,0.29476535867006654
hh0029,03ES,processHeat_high,dem,0.29260967078550887
hh0030,03ES,processHeat_high,dem,0.29574263998014055
hh0031,03ES,processHeat_high,dem,0.29337995480728607
hh0032,03ES,processHeat_high,dem,0.29336998306835893
hh0033,03ES,processHeat_high,dem,0.2979226567391832
hh0034,03ES,processHeat_high,dem,0.2955509511307091
hh0035,03ES,processHeat_high,dem,0.2912213945828046
hh0036,03ES,processHeat_high,dem,0.29155405573624354
hh0037,03ES,processHeat_high,dem,0.2954072330071618
hh0038,03ES,processHeat_high,dem,0.2983287893178428
hh0039,03ES,processHeat_high,dem,0.2975242200581978
hh0040,03ES,processHeat_high,dem,0.2993336074814264
hh0041,03ES,processHeat_high,dem,0.2949060188700853
hh0042,03ES,processHeat_high,dem,0.2959780595046403
hh0043,03ES,processHeat_high,dem,0.2934436630996038
hh0044,03ES,processHeat_high,dem,0.2967391872335724
hh0045,03ES,processHeat_high,dem,0.2998656832883338
hh0046,03ES,processHeat_high,dem,0.30206469048333506
hh0047,03ES,processHeat_high,dem,0.3001727374463239
hh0048,03ES,processHeat_high,dem,0.3038817398792151
hh0001,04ES,processHeat_high,dem,0.7372884824967005
hh0002,04ES,processHeat_high,dem,0.740569316808248
hh0003,04ES,processHeat_high,dem,0.7373092753393515
hh0004,04ES,processHeat_high,dem,0.7372272687085066
hh0005,04ES,processHeat_high,dem,0.7322322432334356
hh0006,04ES,processHeat_high,dem,0.7336354336835631
hh0007,04ES,processHeat_high,dem,0.7329508811797752
hh0008,04ES,processHeat_high,dem,0.7362786196981222
hh0009,04ES,processHeat_high,dem,0.7362243062984297
hh0010,04ES,processHeat_high,dem,0.7274426053665257
hh0011,04ES,processHeat_high,dem,0.7275998728843992
hh0012,04ES,processHeat_high,dem,0.7272411405027878
hh0013,04ES,processHeat_high,dem,0.7222607318366816
hh0014,04ES,processHeat_high,dem,0.7294724188083451
hh0015,04ES,processHeat_high,dem,0.7331501339909552
hh0016,04ES,processHeat_high,dem,0.7315536825117107
hh0017,04ES,processHeat_high,dem,0.7220386481267004
hh0018,04ES,processHeat_high,dem,0.7299706981455129
hh0019,04ES,processHeat_high,dem,0.7302543920743425
hh0020,04ES,processHeat_high,dem,0.7310970293715869
hh0021,04ES,processHeat_high,dem,0.7294026979564444
hh0022,04ES,processHeat_high,dem,0.727355255492482
hh0023,04ES,processHeat_high,dem,0.7263648605116226
hh0024,04ES,processHeat_high,dem,0.719312054043877
hh0025,04ES,processHeat_high,dem,0.7270322181545248
hh0026,04ES,processHeat_high,dem,0.7331016053645909
hh0027,04ES,processHeat_high,dem,0.7323982825637311
hh0028,04ES,processHeat_high,dem,0.7284590172662115
hh0029,04ES,processHeat_high,dem,0.7222954310690682
hh0030,04ES,processHeat_high,dem,0.7290122109032011
hh0031,04ES,processHeat_high,dem,0.7234976926829396
hh0032,04ES,processHeat_high,dem,0.7239587528375151
hh0033,04ES,processHeat_high,dem,0.7355044010845156
hh0034,04ES,processHeat_high,dem,0.7280917448605618
