timestep_3,region_4,carrier_1,parameter,value
d001,01ES,frtRoadLight,mustOut,0.560508902463225
d002,01ES,frtRoadLight,mustOut,0.5308643375390144
d003,01ES,frtRoadLight,mustOut,0.6119670533610632
d004,01ES,frtRoadLight,mustOut,0.5573755732066704
d005,01ES,frtRoadLight,mustOut,0.5415714166620277
d006,01ES,frtRoadLight,mustOut,0.46963437567382943
d007,01ES,frtRoadLight,mustOut,0.5241419381681517
d008,01ES,frtRoadLight,mustOut,0.5069030101936013
d001,02ES,frtRoadLight,mustOut,0.560508902463225
d002,02ES,frtRoadLight,mustOut,0.5308643375390144
d003,02ES,frtRoadLight,mustOut,0.6119670533610632
d004,02ES,frtRoadLight,mustOut,0.5573755732066704
d005,02ES,frtRoadLight,mustOut,0.5415714166620277
d006,02ES,frtRoadLight,mustOut,0.46963437567382943
d007,02ES,frtRoadLight,mustOut,0.5241419381681517
d008,02ES,frtRoadLight,mustOut,0.5069030101936013
d001,03ES,frtRoadLight,mustOut,0.560508902463225
d002,03ES,frtRoadLight,mustOut,0.5308643375390144
d003,03ES,frtRoadLight,mustOut,0.6119670533610632
d004,03ES,frtRoadLight,mustOut,0.5573755732066704
d005,03ES,frtRoadLight,mustOut,0.5415714166620277
d006,03ES,frtRoadLight,mustOut,0.46963437567382943
d007,03ES,frtRoadLight,mustOut,0.5241419381681517
d008,03ES,frtRoadLight,mustOut,0.5069030101936013
d001,04ES,frtRoadLight,mustOut,0.560508902463225
d002,04ES,frtRoadLight,mustOut,0.5308643375390144
d003,04ES,frtRoadLight,mustOut,0.6119670533610632
d004,04ES,frtRoadLight,mustOut,0.5573755732066704
d005,04ES,frtRoadLight,mustOut,0.5415714166620277
d006,04ES,frtRoadLight,mustOut,0.46963437567382943
d007,04ES,frtRoadLight,mustOut,0.5241419381681517
d008,04ES,frtRoadLight,mustOut,0.5069030101936013
d001,05ES,frtRoadLight,mustOut,0.560508902463225
d002,05ES,frtRoadLight,mustOut,0.5308643375390144
d003,05ES,frtRoadLight,mustOut,0.6119670533610632
d004,05ES,frtRoadLight,mustOut,0.5573755732066704
d005,05ES,frtRoadLight,mustOut,0.5415714166620277
d006,05ES,frtRoadLight,mustOut,0.46963437567382943
d007,05ES,frtRoadLight,mustOut,0.5241419381681517
d008,05ES,frtRoadLight,mustOut,0.5069030101936013
d001,06ES,frtRoadLight,mustOut,0.560508902463225
d002,06ES,frtRoadLight,mustOut,0.5308643375390144
d003,06ES,frtRoadLight,mustOut,0.6119670533610632
d004,06ES,frtRoadLight,mustOut,0.5573755732066704
d005,06ES,frtRoadLight,mustOut,0.5415714166620277
d006,06ES,frtRoadLight,mustOut,0.46963437567382943
d007,06ES,frtRoadLight,mustOut,0.5241419381681517
d008,06ES,frtRoadLight,mustOut,0.5069030101936013
d001,07ES,frtRoadLight,mustOut,0.560508902463225
d002,07ES,frtRoadLight,mustOut,0.5308643375390144
d003,07ES,frtRoadLight,mustOut,0.6119670533610632
d004,07ES,frtRoadLight,mustOut,0.5573755732066704
d005,07ES,frtRoadLight,mustOut,0.5415714166620277
d006,07ES,frtRoadLight,mustOut,0.46963437567382943
d007,07ES,frtRoadLight,mustOut,0.5241419381681517
d008,07ES,frtRoadLight,mustOut,0.5069030101936013
d001,08ES,frtRoadLight,mustOut,0.560508902463225
d002,08ES,frtRoadLight,mustOut,0.5308643375390144
d003,08ES,frtRoadLight,mustOut,0.6119670533610632
d004,08ES,frtRoadLight,mustOut,0.5573755732066704
d005,08ES,frtRoadLight,mustOut,0.5415714166620277
d006,08ES,frtRoadLight,mustOut,0.46963437567382943
d007,08ES,frtRoadLight,mustOut,0.5241419381681517
d008,08ES,frtRoadLight,mustOut,0.5069030101936013
d001,09ES,frtRoadLight,mustOut,0.560508902463225
d002,09ES,frtRoadLight,mustOut,0.5308643375390144
d003,09ES,frtRoadLight,mustOut,0.6119670533610632
d004,09ES,frtRoadLight,mustOut,0.5573755732066704
d005,09ES,frtRoadLight,mustOut,0.5415714166620277
d006,09ES,frtRoadLight,mustOut,0.46963437567382943
d007,09ES,frtRoadLight,mustOut,0.5241419381681517
d008,09ES,frtRoadLight,mustOut,0.5069030101936013
d001,10ES,frtRoadLight,mustOut,0.560508902463225
d002,10ES,frtRoadLight,mustOut,0.5308643375390144
d003,10ES,frtRoadLight,mustOut,0.6119670533610632
d004,10ES,frtRoadLight,mustOut,0.5573755732066704
d005,10ES,frtRoadLight,mustOut,0.5415714166620277
d006,10ES,frtRoadLight,mustOut,0.46963437567382943
d007,10ES,frtRoadLight,mustOut,0.5241419381681517
d008,10ES,frtRoadLight,mustOut,0.5069030101936013
d001,11ES,frtRoadLight,mustOut,0.560508902463225
d002,11ES,frtRoadLight,mustOut,0.5308643375390144
d003,11ES,frtRoadLight,mustOut,0.6119670533610632
d004,11ES,frtRoadLight,mustOut,0.5573755732066704
d005,11ES,frtRoadLight,mustOut,0.5415714166620277
d006,11ES,frtRoadLight,mustOut,0.46963437567382943
d007,11ES,frtRoadLight,mustOut,0.5241419381681517
d008,11ES,frtRoadLight,mustOut,0.5069030101936013
d001,12PT,frtRoadLight,mustOut,0.560508902463225
d002,12PT,frtRoadLight,mustOut,0.5308643375390144
d003,12PT,frtRoadLight,mustOut,0.6119670533610632
d004,12PT,frtRoadLight,mustOut,0.5573755732066704
d005,12PT,frtRoadLight,mustOut,0.5415714166620277
d006,12PT,frtRoadLight,mustOut,0.46963437567382943
d007,12PT,frtRoadLight,mustOut,0.5241419381681517
d008,12PT,frtRoadLight,mustOut,0.5069030101936013
d001,13PT,frtRoadLight,mustOut,0.560508902463225
d002,13PT,frtRoadLight,mustOut,0.5308643375390144
d003,13PT,frtRoadLight,mustOut,0.6119670533610632
d004,13PT,frtRoadLight,mustOut,0.5573755732066704
d005,13PT,frtRoadLight,mustOut,0.5415714166620277
d006,13PT,frtRoadLight,mustOut,0.46963437567382943
d007,13PT,frtRoadLight,mustOut,0.5241419381681517
d008,13PT,frtRoadLight,mustOut,0.5069030101936013
d001,14FR,frtRoadLight,mustOut,0.560508902463225
d002,14FR,frtRoadLight,mustOut,0.5308643375390144
d003,14FR,frtRoadLight,mustOut,0.6119670533610632
d004,14FR,frtRoadLight,mustOut,0.5573755732066704
d005,14FR,frtRoadLight,mustOut,0.5415714166620277
d006,14FR,frtRoadLight,mustOut,0.46963437567382943
d007,14FR,frtRoadLight,mustOut,0.5241419381681517
d008,14FR,frtRoadLight,mustOut,0.5069030101936013
d001,15FR,frtRoadLight,mustOut,0.560508902463225
d002,15FR,frtRoadLight,mustOut,0.5308643375390144
d003,15FR,frtRoadLight,mustOut,0.6119670533610632
d004,15FR,frtRoadLight,mustOut,0.5573755732066704
d005,15FR,frtRoadLight,mustOut,0.5415714166620277
d006,15FR,frtRoadLight,mustOut,0.46963437567382943
d007,15FR,frtRoadLight,mustOut,0.5241419381681517
d008,15FR,frtRoadLight,mustOut,0.5069030101936013
d001,16FR,frtRoadLight,mustOut,0.560508902463225
d002,16FR,frtRoadLight,mustOut,0.5308643375390144
d003,16FR,frtRoadLight,mustOut,0.6119670533610632
d004,16FR,frtRoadLight,mustOut,0.5573755732066704
d005,16FR,frtRoadLight,mustOut,0.5415714166620277
d006,16FR,frtRoadLight,mustOut,0.46963437567382943
d007,16FR,frtRoadLight,mustOut,0.5241419381681517
d008,16FR,frtRoadLight,mustOut,0.5069030101936013
d001,17FR,frtRoadLight,mustOut,0.560508902463225
d002,17FR,frtRoadLight,mustOut,0.5308643375390144
d003,17FR,frtRoadLight,mustOut,0.6119670533610632
d004,17FR,frtRoadLight,mustOut,0.5573755732066704
d005,17FR,frtRoadLight,mustOut,0.5415714166620277
d006,17FR,frtRoadLight,mustOut,0.46963437567382943
d007,17FR,frtRoadLight,mustOut,0.5241419381681517
d008,17FR,frtRoadLight,mustOut,0.5069030101936013
d001,18FR,frtRoadLight,mustOut,0.560508902463225
d002,18FR,frtRoadLight,mustOut,0.5308643375390144
d003,18FR,frtRoadLight,mustOut,0.6119670533610632
d004,18FR,frtRoadLight,mustOut,0.5573755732066704
d005,18FR,frtRoadLight,mustOut,0.5415714166620277
d006,18FR,frtRoadLight,mustOut,0.46963437567382943
d007,18FR,frtRoadLight,mustOut,0.5241419381681517
d008,18FR,frtRoadLight,mustOut,0.5069030101936013
d001,19FR,frtRoadLight,mustOut,0.560508902463225
d002,19FR,frtRoadLight,mustOut,0.5308643375390144
d003,19FR,frtRoadLight,mustOut,0.6119670533610632
d004,19FR,frtRoadLight,mustOut,0.5573755732066704
d005,19FR,frtRoadLight,mustOut,0.5415714166620277
d006,19FR,frtRoadLight,mustOut,0.46963437567382943
d007,19FR,frtRoadLight,mustOut,0.5241419381681517
d008,19FR,frtRoadLight,mustOut,0.5069030101936013
d001,20FR,frtRoadLight,mustOut,0.560508902463225
d002,20FR,frtRoadLight,mustOut,0.5308643375390144
d003,20FR,frtRoadLight,mustOut,0.6119670533610632
d004,20FR,frtRoadLight,mustOut,0.5573755732066704
d005,20FR,frtRoadLight,mustOut,0.5415714166620277
d006,20FR,frtRoadLight,mustOut,0.46963437567382943
d007,20FR,frtRoadLight,mustOut,0.5241419381681517
d008,20FR,frtRoadLight,mustOut,0.5069030101936013
d001,21FR,frtRoadLight,mustOut,0.560508902463225
d002,21FR,frtRoadLight,mustOut,0.5308643375390144
d003,21FR,frtRoadLight,mustOut,0.6119670533610632
d004,21FR,frtRoadLight,mustOut,0.5573755732066704
d005,21FR,frtRoadLight,mustOut,0.5415714166620277
d006,21FR,frtRoadLight,mustOut,0.46963437567382943
d007,21FR,frtRoadLight,mustOut,0.5241419381681517
d008,21FR,frtRoadLight,mustOut,0.5069030101936013
d001,22FR,frtRoadLight,mustOut,0.560508902463225
d002,22FR,frtRoadLight,mustOut,0.5308643375390144
d003,22FR,frtRoadLight,mustOut,0.6119670533610632
d004,22FR,frtRoadLight,mustOut,0.5573755732066704
d005,22FR,frtRoadLight,mustOut,0.5415714166620277
d006,22FR,frtRoadLight,mustOut,0.46963437567382943
d007,22FR,frtRoadLight,mustOut,0.5241419381681517
d008,22FR,frtRoadLight,mustOut,0.5069030101936013
d001,23FR,frtRoadLight,mustOut,0.560508902463225
d002,23FR,frtRoadLight,mustOut,0.5308643375390144
d003,23FR,frtRoadLight,mustOut,0.6119670533610632
d004,23FR,frtRoadLight,mustOut,0.5573755732066704
d005,23FR,frtRoadLight,mustOut,0.5415714166620277
d006,23FR,frtRoadLight,mustOut,0.46963437567382943
d007,23FR,frtRoadLight,mustOut,0.5241419381681517
d008,23FR,frtRoadLight,mustOut,0.5069030101936013
d001,24FR,frtRoadLight,mustOut,0.560508902463225
d002,24FR,frtRoadLight,mustOut,0.5308643375390144
d003,24FR,frtRoadLight,mustOut,0.6119670533610632
d004,24FR,frtRoadLight,mustOut,0.5573755732066704
d005,24FR,frtRoadLight,mustOut,0.5415714166620277
d006,24FR,frtRoadLight,mustOut,0.46963437567382943
d007,24FR,frtRoadLight,mustOut,0.5241419381681517
d008,24FR,frtRoadLight,mustOut,0.5069030101936013
d001,25FR,frtRoadLight,mustOut,0.560508902463225
d002,25FR,frtRoadLight,mustOut,0.5308643375390144
d003,25FR,frtRoadLight,mustOut,0.6119670533610632
d004,25FR,frtRoadLight,mustOut,0.5573755732066704
d005,25FR,frtRoadLight,mustOut,0.5415714166620277
d006,25FR,frtRoadLight,mustOut,0.46963437567382943
d007,25FR,frtRoadLight,mustOut,0.5241419381681517
d008,25FR,frtRoadLight,mustOut,0.5069030101936013
d001,26FR,frtRoadLight,mustOut,0.560508902463225
d002,26FR,frtRoadLight,mustOut,0.5308643375390144
