timestep_5,region_4,technology_2,parameter,value
h0001,01ES,offshore,avaConv,0.206749067212713
h0002,01ES,offshore,avaConv,0.293428515282929
h0003,01ES,offshore,avaConv,0.412890260357339
h0004,01ES,offshore,avaConv,0.583461517324851
h0005,01ES,offshore,avaConv,0.527136515694062
h0006,01ES,offshore,avaConv,0.37935388484395
h0007,01ES,offshore,avaConv,0.363081814813
h0008,01ES,offshore,avaConv,0.509060571925005
h0009,01ES,offshore,avaConv,0.761406742413702
h0010,01ES,offshore,avaConv,0.855974536187301
h0011,01ES,offshore,avaConv,0.698656614846717
h0012,01ES,offshore,avaConv,0.433428180783884
h0013,01ES,offshore,avaConv,0.123441331395721
h0014,01ES,offshore,avaConv,0.0740988135048977
h0015,01ES,offshore,avaConv,0.0224173547852336
h0016,01ES,offshore,avaConv,0.0080568449763779
h0017,01ES,offshore,avaConv,0.00452234379551176
h0018,01ES,offshore,avaConv,0.0
h0019,01ES,offshore,avaConv,0.0
h0020,01ES,offshore,avaConv,0.0
h0021,01ES,offshore,avaConv,1.49000000003233e-5
h0022,01ES,offshore,avaConv,0.0440709539145779
h0023,01ES,offshore,avaConv,0.0968628329203669
h0024,01ES,offshore,avaConv,0.141523042953629
h0025,01ES,offshore,avaConv,0.128987211355348
h0026,01ES,offshore,avaConv,0.111410186267192
h0027,01ES,offshore,avaConv,0.170516983446415
h0028,01ES,offshore,avaConv,0.314950378349571
h0029,01ES,offshore,avaConv,0.364479494737245
h0030,01ES,offshore,avaConv,0.3486945185507
h0031,01ES,offshore,avaConv,0.195520001215801
h0032,01ES,offshore,avaConv,0.130740349669691
h0033,01ES,offshore,avaConv,0.0480051764385615
h0034,01ES,offshore,avaConv,0.0396000296677139
h0035,01ES,offshore,avaConv,0.274630832242286
h0036,01ES,offshore,avaConv,0.473531371691593
h0037,01ES,offshore,avaConv,0.768678322504482
h0038,01ES,offshore,avaConv,0.842059927765913
h0039,01ES,offshore,avaConv,0.866873714452522
h0040,01ES,offshore,avaConv,0.795890095313327
h0041,01ES,offshore,avaConv,0.646791834439106
h0042,01ES,offshore,avaConv,0.588894262765878
h0043,01ES,offshore,avaConv,0.490107739863059
h0044,01ES,offshore,avaConv,0.45139520219406
h0045,01ES,offshore,avaConv,0.302666251027787
h0046,01ES,offshore,avaConv,0.203299706508159
h0047,01ES,offshore,avaConv,0.179286859289441
h0048,01ES,offshore,avaConv,0.304081251724124
h0049,01ES,offshore,avaConv,0.46094723062545
h0050,01ES,offshore,avaConv,0.555707743437847
h0051,01ES,offshore,avaConv,0.545928694164118
h0052,01ES,offshore,avaConv,0.531932810031748
h0053,01ES,offshore,avaConv,0.608695235066122
h0054,01ES,offshore,avaConv,0.674578803417461
h0055,01ES,offshore,avaConv,0.566472593962898
h0056,01ES,offshore,avaConv,0.345585762723691
h0057,01ES,offshore,avaConv,0.156610392684474
h0058,01ES,offshore,avaConv,0.0937858585516487
h0059,01ES,offshore,avaConv,0.363299636292479
h0060,01ES,offshore,avaConv,0.664172531803783
h0061,01ES,offshore,avaConv,0.950000000000007
h0062,01ES,offshore,avaConv,0.92985626725431
h0063,01ES,offshore,avaConv,0.694092605519302
h0064,01ES,offshore,avaConv,0.426566439738775
h0065,01ES,offshore,avaConv,0.389817473225764
h0066,01ES,offshore,avaConv,0.532129914013745
h0067,01ES,offshore,avaConv,0.547518471290523
h0068,01ES,offshore,avaConv,0.318796377112657
h0069,01ES,offshore,avaConv,0.100557357905527
h0070,01ES,offshore,avaConv,0.0589938596341209
h0071,01ES,offshore,avaConv,0.0635240735354972
h0072,01ES,offshore,avaConv,0.0962466601146366
h0073,01ES,offshore,avaConv,0.181162460721468
h0074,01ES,offshore,avaConv,0.230741751580596
h0075,01ES,offshore,avaConv,0.20930866736091
h0076,01ES,offshore,avaConv,0.139792315246856
h0077,01ES,offshore,avaConv,0.128208793335335
h0078,01ES,offshore,avaConv,0.144978553127653
h0079,01ES,offshore,avaConv,0.185804590034945
h0080,01ES,offshore,avaConv,0.168342123312579
h0081,01ES,offshore,avaConv,0.193052916908329
h0082,01ES,offshore,avaConv,0.199298652792242
h0083,01ES,offshore,avaConv,0.146548990282617
h0084,01ES,offshore,avaConv,0.0952383147022344
h0085,01ES,offshore,avaConv,0.0362576949742861
h0086,01ES,offshore,avaConv,0.0566293979484792
h0087,01ES,offshore,avaConv,0.143267724983964
h0088,01ES,offshore,avaConv,0.221536259661589
h0089,01ES,offshore,avaConv,0.514886941069959
h0090,01ES,offshore,avaConv,0.739745013509726
h0091,01ES,offshore,avaConv,0.65290315968218
h0092,01ES,offshore,avaConv,0.342750985780287
h0093,01ES,offshore,avaConv,0.0251812693235637
h0094,01ES,offshore,avaConv,0.0408608000096119
h0095,01ES,offshore,avaConv,0.0573987824542737
h0096,01ES,offshore,avaConv,0.0716138184294677
h0097,01ES,offshore,avaConv,0.289104154089087
h0098,01ES,offshore,avaConv,0.485698761618095
h0099,01ES,offshore,avaConv,0.579879696015173
h0100,01ES,offshore,avaConv,0.521189808128596
h0101,01ES,offshore,avaConv,0.356912544457712
h0102,01ES,offshore,avaConv,0.259748349741251
h0103,01ES,offshore,avaConv,0.142571959842334
h0104,01ES,offshore,avaConv,0.164187196067966
h0105,01ES,offshore,avaConv,0.160569123874845
h0106,01ES,offshore,avaConv,0.14435448014503
h0107,01ES,offshore,avaConv,0.087151479433817
h0108,01ES,offshore,avaConv,0.0767392621687293
h0109,01ES,offshore,avaConv,0.0827262406246014
h0110,01ES,offshore,avaConv,0.143523574128219
h0111,01ES,offshore,avaConv,0.163797771452015
h0112,01ES,offshore,avaConv,0.143159334679075
h0113,01ES,offshore,avaConv,0.237001328860799
h0114,01ES,offshore,avaConv,0.354226617330041
h0115,01ES,offshore,avaConv,0.362558145405976
h0116,01ES,offshore,avaConv,0.208502937237355
h0117,01ES,offshore,avaConv,0.165943507522065
h0118,01ES,offshore,avaConv,0.270705224481501
h0119,01ES,offshore,avaConv,0.261511629323456
h0120,01ES,offshore,avaConv,0.155577960012195
h0121,01ES,offshore,avaConv,0.0693169417669904
h0122,01ES,offshore,avaConv,0.104046942426935
h0123,01ES,offshore,avaConv,0.100121750399979
h0124,01ES,offshore,avaConv,0.0436449657466496
h0125,01ES,offshore,avaConv,0.0973802831408723
