timestep_5,region_4,technology_2,parameter,value
h0001,01ES,bev,avaConv,0.582103679265724
h0002,01ES,bev,avaConv,0.637014771189526
h0003,01ES,bev,avaConv,0.674316679346829
h0004,01ES,bev,avaConv,0.760001942509609
h0005,01ES,bev,avaConv,0.822172473712517
h0006,01ES,bev,avaConv,0.865222221999999
h0007,01ES,bev,avaConv,0.855718525658622
h0008,01ES,bev,avaConv,0.820538647996259
h0009,01ES,bev,avaConv,0.791688007259121
h0010,01ES,bev,avaConv,0.772871806349998
h0011,01ES,bev,avaConv,0.742307183210075
h0012,01ES,bev,avaConv,0.687858153796137
h0013,01ES,bev,avaConv,0.630509742820761
h0014,01ES,bev,avaConv,0.572506605266752
h0015,01ES,bev,avaConv,0.49070597739722
h0016,01ES,bev,avaConv,0.387670712313307
h0017,01ES,bev,avaConv,0.363175843524695
h0018,01ES,bev,avaConv,0.380793454866453
h0019,01ES,bev,avaConv,0.435816815663697
h0020,01ES,bev,avaConv,0.471409665308274
h0021,01ES,bev,avaConv,0.547274314076767
h0022,01ES,bev,avaConv,0.607492324510858
h0023,01ES,bev,avaConv,0.660456555121444
h0024,01ES,bev,avaConv,0.684719477761112
h0025,01ES,bev,avaConv,0.698450059159466
h0026,01ES,bev,avaConv,0.692779356919258
h0027,01ES,bev,avaConv,0.682735083388946
h0028,01ES,bev,avaConv,0.680170663747489
h0029,01ES,bev,avaConv,0.681026228471804
h0030,01ES,bev,avaConv,0.683899973127496
h0031,01ES,bev,avaConv,0.662460081373005
h0032,01ES,bev,avaConv,0.613804824392114
h0033,01ES,bev,avaConv,0.567351570926739
h0034,01ES,bev,avaConv,0.545987017060845
h0035,01ES,bev,avaConv,0.540799595421141
h0036,01ES,bev,avaConv,0.520576297848856
h0037,01ES,bev,avaConv,0.509690683664922
h0038,01ES,bev,avaConv,0.480591317764231
h0039,01ES,bev,avaConv,0.425572017104636
h0040,01ES,bev,avaConv,0.329411848152841
h0041,01ES,bev,avaConv,0.203683873672761
h0042,01ES,bev,avaConv,0.166488225519842
h0043,01ES,bev,avaConv,0.293692595734226
h0044,01ES,bev,avaConv,0.461807102839844
h0045,01ES,bev,avaConv,0.552188883587222
h0046,01ES,bev,avaConv,0.575420646882879
h0047,01ES,bev,avaConv,0.563229555805773
h0048,01ES,bev,avaConv,0.603968693173609
h0049,01ES,bev,avaConv,0.697464070440744
h0050,01ES,bev,avaConv,0.787014572626901
h0051,01ES,bev,avaConv,0.838774277980015
h0052,01ES,bev,avaConv,0.848151621097881
h0053,01ES,bev,avaConv,0.831089165811251
h0054,01ES,bev,avaConv,0.804709926212152
h0055,01ES,bev,avaConv,0.76364638697153
h0056,01ES,bev,avaConv,0.727924588637763
h0057,01ES,bev,avaConv,0.691612827885448
h0058,01ES,bev,avaConv,0.661025032760161
h0059,01ES,bev,avaConv,0.629681625870942
h0060,01ES,bev,avaConv,0.575084176693762
h0061,01ES,bev,avaConv,0.593417107179156
h0062,01ES,bev,avaConv,0.604624168147234
h0063,01ES,bev,avaConv,0.632163634005119
h0064,01ES,bev,avaConv,0.598229432675999
h0065,01ES,bev,avaConv,0.576479511766404
h0066,01ES,bev,avaConv,0.577600779844204
h0067,01ES,bev,avaConv,0.586782507559868
h0068,01ES,bev,avaConv,0.584345545110556
h0069,01ES,bev,avaConv,0.555351177786881
h0070,01ES,bev,avaConv,0.46324643853609
h0071,01ES,bev,avaConv,0.350671613699092
h0072,01ES,bev,avaConv,0.21304892068768
h0073,01ES,bev,avaConv,0.127428571000002
h0074,01ES,bev,avaConv,0.296160883386432
h0075,01ES,bev,avaConv,0.462896212270507
h0076,01ES,bev,avaConv,0.586617077708873
h0077,01ES,bev,avaConv,0.628472290507927
h0078,01ES,bev,avaConv,0.622522385768539
h0079,01ES,bev,avaConv,0.646590760949031
h0080,01ES,bev,avaConv,0.67717646644511
h0081,01ES,bev,avaConv,0.700792958775859
h0082,01ES,bev,avaConv,0.699841300219813
h0083,01ES,bev,avaConv,0.707580326602116
h0084,01ES,bev,avaConv,0.719148138543324
h0085,01ES,bev,avaConv,0.721202314251259
h0086,01ES,bev,avaConv,0.704141891892954
h0087,01ES,bev,avaConv,0.665217669917772
h0088,01ES,bev,avaConv,0.608650838276932
h0089,01ES,bev,avaConv,0.53466999334643
h0090,01ES,bev,avaConv,0.473186661301983
h0091,01ES,bev,avaConv,0.578856054685933
h0092,01ES,bev,avaConv,0.702277761031734
h0093,01ES,bev,avaConv,0.822868299849453
h0094,01ES,bev,avaConv,0.822206154273766
h0095,01ES,bev,avaConv,0.80986427994278
h0096,01ES,bev,avaConv,0.780277303280694
h0097,01ES,bev,avaConv,0.750271021250141
h0098,01ES,bev,avaConv,0.713277788016078
