technology_3,parameter,value
nuclearPower,costExpConv,3282.213814
nuclearPower,costOprConv,75.2536338
nuclearPower,avaConv,0.95
nuclearPower,flhConvLow,2628
nuclearPower,costVarGen,9.288107331
